Pf_geneID	Po_geneID
PF3D7_0517000	PocGH01_10024600
PF3D7_0517100	PocGH01_10024500
PF3D7_0517200	PocGH01_10024400
PF3D7_0517400	PocGH01_10024200
PF3D7_0517500	PocGH01_10024100
PF3D7_0517600	PocGH01_10024000
PF3D7_0517700	PocGH01_10023900
PF3D7_0517800	PocGH01_10023800
PF3D7_0517900	PocGH01_12074400
PF3D7_0518000	PocGH01_10023600
PF3D7_0518100	PocGH01_10023500
PF3D7_0518200	PocGH01_10023400
PF3D7_0518300	PocGH01_10023300
PF3D7_0518400	PocGH01_10023200
PF3D7_0518500	PocGH01_10023100
PF3D7_0518600	PocGH01_10023000
PF3D7_0518700	PocGH01_10022900
PF3D7_0518800	PocGH01_10022800
PF3D7_0518900	PocGH01_10022700
PF3D7_0519000	PocGH01_10022600
PF3D7_0519100	PocGH01_10022500
PF3D7_0519200	PocGH01_10022400
PF3D7_0519300	PocGH01_10022300
PF3D7_0519400	PocGH01_10022200
PF3D7_0519500	PocGH01_10022100
PF3D7_0519600	PocGH01_00238900
PF3D7_0519700	PocGH01_10022000
PF3D7_0519900	PocGH01_10021800
PF3D7_0520000	PocGH01_10021700
PF3D7_0520100	PocGH01_10021600
PF3D7_0520200	PocGH01_10021500
PF3D7_0520300	PocGH01_10021400
PF3D7_0520400	PocGH01_10021300
PF3D7_0520500	PocGH01_10021200
PF3D7_0520600	PocGH01_10021100
PF3D7_0520700	PocGH01_10021000
PF3D7_0520800	PocGH01_13023800
PF3D7_0520900	PocGH01_10020800
PF3D7_0521100	PocGH01_10020600
PF3D7_0521200	PocGH01_10020500
PF3D7_0521400	PocGH01_10020300
PF3D7_0521600	PocGH01_10020100
PF3D7_0521700	PocGH01_10020000
PF3D7_0521800	PocGH01_10019900
PF3D7_0521900	PocGH01_10036500
PF3D7_0522000	PocGH01_10019700
PF3D7_0522100	PocGH01_10019600
PF3D7_0522200	PocGH01_10019500
PF3D7_0522300	PocGH01_10019400
PF3D7_0522500	PocGH01_10019200
PF3D7_0522600	PocGH01_10019100
PF3D7_0522700	PocGH01_08026000
PF3D7_0522800	PocGH01_10018900
PF3D7_0523100	PocGH01_10018600
PF3D7_0523200	PocGH01_10018500
PF3D7_0523300	PocGH01_10018400
PF3D7_0523500	PocGH01_10018200
PF3D7_0523600	PocGH01_10018100
PF3D7_0523700	PocGH01_10018000
PF3D7_0523800	PocGH01_10017900
PF3D7_0523900	PocGH01_10017800
PF3D7_0524000	PocGH01_10017700
PF3D7_0524100	PocGH01_10017600
PF3D7_0524200	PocGH01_10017500
PF3D7_0524300	PocGH01_10017400
PF3D7_0524400	PocGH01_10017300
PF3D7_0524500	PocGH01_10017200
PF3D7_0524600	PocGH01_04017900
PF3D7_0524700	PocGH01_10017000
PF3D7_0524800	PocGH01_10016900
PF3D7_0524900	PocGH01_10016700
PF3D7_0525000	PocGH01_10016600
PF3D7_0525100	PocGH01_04015100
PF3D7_0525200	PocGH01_10016400
PF3D7_0525300	PocGH01_10016300
PF3D7_0525400	PocGH01_10016200
PF3D7_0525500	PocGH01_10016100
PF3D7_0525600	PocGH01_10016000
PF3D7_0525700	PocGH01_10015900
PF3D7_0525800	PocGH01_10015800
PF3D7_0525900	PocGH01_10015700
PF3D7_0526000	PocGH01_10015600
PF3D7_0526100	PocGH01_10015500
PF3D7_0526200	PocGH01_10015400
PF3D7_0526300	PocGH01_10015300
PF3D7_0526400	PocGH01_10015200
PF3D7_0526500	PocGH01_10015100
PF3D7_0526600	PocGH01_12023100
PF3D7_0526700	PocGH01_10014900
PF3D7_0526800	PocGH01_10014800
PF3D7_0526900	PocGH01_10014700
PF3D7_0527000	PocGH01_10014600
PF3D7_0527100	PocGH01_10014500
PF3D7_0527200	PocGH01_10014400
PF3D7_0527300	PocGH01_10014300
PF3D7_0527500	PocGH01_10014100
PF3D7_0527900	PocGH01_10013700
PF3D7_0528000	PocGH01_10013600
PF3D7_0528100	PocGH01_10013500
PF3D7_0528200	PocGH01_10013400
PF3D7_0528300	PocGH01_10013300
PF3D7_0528500	PocGH01_10013100
PF3D7_0528600	PocGH01_10013000
PF3D7_0528700	PocGH01_10012900
PF3D7_0528800	PocGH01_10012800
PF3D7_0528900	PocGH01_10012700
PF3D7_0529000	PocGH01_10012600
PF3D7_0529100	PocGH01_10012500
PF3D7_0529300	PocGH01_10012400
PF3D7_0529400	PocGH01_10012300
PF3D7_0529500	PocGH01_10012200
PF3D7_0529700	PocGH01_10012000
PF3D7_0529800	PocGH01_10011900
PF3D7_0529900	PocGH01_10011800
PF3D7_0530000	PocGH01_10011700
PF3D7_0530100	PocGH01_10011600
PF3D7_0530200	PocGH01_10011500
PF3D7_0530400	PocGH01_10011300
PF3D7_0530500	PocGH01_10011200
PF3D7_0530600	PocGH01_10011100
PF3D7_0530700	PocGH01_10011000
PF3D7_0530750	PocGH01_10010900
PF3D7_0530800	PocGH01_10010800
PF3D7_0530900	PocGH01_10010700
PF3D7_0531000	PocGH01_10010600
PF3D7_0531200	PocGH01_10010400
PF3D7_0531300	PocGH01_10010300
PF3D7_0531400	PocGH01_10010200
PF3D7_0532200	PocGH01_00117600
PF3D7_0601900	PocGH01_11054800
PF3D7_0602000	PocGH01_11054600
PF3D7_0602100	PocGH01_11054500
PF3D7_0602200	PocGH01_11054400
PF3D7_0602300	PocGH01_11054300
PF3D7_0602400	PocGH01_11054200
PF3D7_0602500	PocGH01_11054100
PF3D7_0602600	PocGH01_11054000
PF3D7_0602700	PocGH01_11053900
PF3D7_0602800	PocGH01_11053800
PF3D7_0602900	PocGH01_11053700
PF3D7_0603000	PocGH01_11053600
PF3D7_0603200	PocGH01_11053400
PF3D7_0603300	PocGH01_11053300
PF3D7_0603400	PocGH01_11053200
PF3D7_0603500	PocGH01_11053100
PF3D7_0603700	PocGH01_11052900
PF3D7_0603800	PocGH01_11052800
PF3D7_0603900	PocGH01_11052700
PF3D7_0604000	PocGH01_11052600
PF3D7_0604200	PocGH01_11052400
PF3D7_0604400	PocGH01_11052200
PF3D7_0604600	PocGH01_11052000
PF3D7_0604700	PocGH01_11051900
PF3D7_0604800	PocGH01_11051800
PF3D7_0604900	PocGH01_11051700
PF3D7_0605000	PocGH01_11051600
PF3D7_0605100	PocGH01_11051500
PF3D7_0605200	PocGH01_11051400
PF3D7_0605300	PocGH01_11051300
PF3D7_0605400	PocGH01_11051200
PF3D7_0605500	PocGH01_11051100
PF3D7_0605600	PocGH01_11051000
PF3D7_0605700	PocGH01_11050900
PF3D7_0605800	PocGH01_11050800
PF3D7_0605900	PocGH01_11050700
PF3D7_0606100	PocGH01_11050500
PF3D7_0606200	PocGH01_11050400
PF3D7_0606300	PocGH01_11050300
PF3D7_0606400	PocGH01_11050200
PF3D7_0606500	PocGH01_11050100
PF3D7_0606600	PocGH01_11050000
PF3D7_0606700	PocGH01_11049900
PF3D7_0606900	PocGH01_11049800
PF3D7_0607000	PocGH01_11049700
PF3D7_0607100	PocGH01_11049600
PF3D7_0607200	PocGH01_11049500
PF3D7_0607300	PocGH01_11049400
PF3D7_0607400	PocGH01_11049300
PF3D7_0607500	PocGH01_11049200
PF3D7_0607600	PocGH01_11049100
PF3D7_0607700	PocGH01_11049000
PF3D7_0607800	PocGH01_11048900
PF3D7_0607900	PocGH01_11048800
PF3D7_0608000	PocGH01_11048700
PF3D7_0608100	PocGH01_11048600
PF3D7_0608200	PocGH01_11048500
PF3D7_0608300	PocGH01_11048400
PF3D7_0608310	PocGH01_11048300
PF3D7_0608400	PocGH01_11048200
PF3D7_0608500	PocGH01_11048100
PF3D7_0608600	PocGH01_11048000
PF3D7_0608700	PocGH01_11047900
PF3D7_0608800	PocGH01_11047800
PF3D7_0609000	PocGH01_11047600
PF3D7_0609100	PocGH01_11047500
PF3D7_0609200	PocGH01_11047400
PF3D7_0609300	PocGH01_11047300
PF3D7_0609400	PocGH01_11047200
PF3D7_0609500	PocGH01_11047100
PF3D7_0609700	PocGH01_11047000
PF3D7_0609800	PocGH01_11046900
PF3D7_0609900	PocGH01_11046800
PF3D7_0610000	PocGH01_11046700
PF3D7_0610100	PocGH01_11046600
PF3D7_0610400	PocGH01_11039400
PF3D7_0610500	PocGH01_11046300
PF3D7_0610600	PocGH01_12025200
PF3D7_0610700	PocGH01_11046200
PF3D7_0610800	PocGH01_11046100
PF3D7_0610900	PocGH01_11046000
PF3D7_0611000	PocGH01_11045900
PF3D7_0611100	PocGH01_11045800
PF3D7_0611200	PocGH01_11045700
PF3D7_0611300	PocGH01_11045600
PF3D7_0611400	PocGH01_11045500
PF3D7_0611500	PocGH01_11045400
PF3D7_0611700	PocGH01_11045200
PF3D7_0611900	PocGH01_11045000
PF3D7_0612000	PocGH01_11044900
PF3D7_0612100	PocGH01_11044800
PF3D7_0612200	PocGH01_11044700
PF3D7_0612300	PocGH01_11044600
PF3D7_0612400	PocGH01_11044500
PF3D7_0612500	PocGH01_11044400
PF3D7_0612600	PocGH01_11044300
PF3D7_0612700	PocGH01_11044200
PF3D7_0612800	PocGH01_11044100
PF3D7_0612900	PocGH01_11044000
PF3D7_0613000	PocGH01_11043900
PF3D7_0613100	PocGH01_11043800
PF3D7_0613200	PocGH01_11043700
PF3D7_0613300	PocGH01_11043600
PF3D7_0613400	PocGH01_11043500
PF3D7_0613500	PocGH01_11043400
PF3D7_0613600	PocGH01_11043300
PF3D7_0613700	PocGH01_11043200
PF3D7_0613800	PocGH01_12036700
PF3D7_0613900	PocGH01_11043000
PF3D7_0614000	PocGH01_11042900
PF3D7_0614100	PocGH01_11042800
PF3D7_0614200	PocGH01_11042700
PF3D7_0614300	PocGH01_11042600
PF3D7_0614400	PocGH01_11042500
PF3D7_0614500	PocGH01_11042400
PF3D7_0614600	PocGH01_11042300
PF3D7_0614700	PocGH01_11042200
PF3D7_0614800	PocGH01_11042100
PF3D7_0614900	PocGH01_11042000
PF3D7_0615000	PocGH01_11041900
PF3D7_0615100	PocGH01_11041800
PF3D7_0615200	PocGH01_11041700
PF3D7_0615300	PocGH01_11041600
PF3D7_0615500	PocGH01_11041400
PF3D7_0615600	PocGH01_11041300
PF3D7_0615700	PocGH01_11041200
PF3D7_0615800	PocGH01_11041100
PF3D7_0615900	PocGH01_11041000
PF3D7_0616000	PocGH01_11040900
PF3D7_0616100	PocGH01_11040800
PF3D7_0616200	PocGH01_11040700
PF3D7_0616300	PocGH01_11040600
PF3D7_0616400	PocGH01_11040500
PF3D7_0616500	PocGH01_11040400
PF3D7_0616600	PocGH01_11040300
PF3D7_0616700	PocGH01_11040200
PF3D7_0616800	PocGH01_11040100
PF3D7_0617000	PocGH01_11039900
PF3D7_0617100	PocGH01_11039800
PF3D7_0617200	PocGH01_11039700
PF3D7_0617300	PocGH01_11039600
PF3D7_0617800	PocGH01_11039500
PF3D7_0617900	PocGH01_11046400
PF3D7_0618100	PocGH01_11039200
PF3D7_0618200	PocGH01_11039100
PF3D7_0618300	PocGH01_11039000
PF3D7_0618400	PocGH01_11038900
PF3D7_0618500	PocGH01_11038800
PF3D7_0618600	PocGH01_11038700
PF3D7_0618700	PocGH01_11038600
PF3D7_0618800	PocGH01_11038500
PF3D7_0618900	PocGH01_11038400
PF3D7_0619000	PocGH01_11038300
PF3D7_0619100	PocGH01_11038200
PF3D7_0619200	PocGH01_11038100
PF3D7_0619400	PocGH01_11037900
PF3D7_0619500	PocGH01_11037800
PF3D7_0619600	PocGH01_11037700
PF3D7_0619700	PocGH01_11037600
PF3D7_0619800	PocGH01_11037500
PF3D7_0619900	PocGH01_11037400
PF3D7_0620000	PocGH01_11037300
PF3D7_0620100	PocGH01_11037200
PF3D7_0620200	PocGH01_11037100
PF3D7_0620300	PocGH01_11037000
PF3D7_0620400	PocGH01_11036900
PF3D7_0620500	PocGH01_11036800
PF3D7_0620600	PocGH01_11036700
PF3D7_0620700	PocGH01_11036600
PF3D7_0621000	PocGH01_11036300
PF3D7_0621100	PocGH01_11036200
PF3D7_0621200	PocGH01_11036100
PF3D7_0621300	PocGH01_11036000
PF3D7_0621400	PocGH01_11035900
PF3D7_0621500	PocGH01_11035800
PF3D7_0621700	PocGH01_11035600
PF3D7_0621800	PocGH01_11035500
PF3D7_0622000	PocGH01_11035300
PF3D7_0622100	PocGH01_11035200
PF3D7_0622200	PocGH01_11035100
PF3D7_0622300	PocGH01_11035000
PF3D7_0622400	PocGH01_11034900
PF3D7_0622500	PocGH01_11034800
PF3D7_0622600	PocGH01_11034700
PF3D7_0622700	PocGH01_11034600
PF3D7_0622800	PocGH01_11034500
PF3D7_0623000	PocGH01_11034300
PF3D7_0623100	PocGH01_11034200
PF3D7_0623200	PocGH01_11034100
PF3D7_0623300	PocGH01_11034000
PF3D7_0623400	PocGH01_11033900
PF3D7_0623600	PocGH01_11033700
PF3D7_0623700	PocGH01_11033600
PF3D7_0623800	PocGH01_11033500
PF3D7_0623900	PocGH01_11033400
PF3D7_0624000	PocGH01_11033300
PF3D7_0624100	PocGH01_11033200
PF3D7_0624200	PocGH01_11033100
PF3D7_0624300	PocGH01_11033000
PF3D7_0624400	PocGH01_11032900
PF3D7_0624500	PocGH01_11032800
PF3D7_0624600	PocGH01_11032700
PF3D7_0624700	PocGH01_11032600
PF3D7_0624800	PocGH01_11032500
PF3D7_0624900	PocGH01_11032400
PF3D7_0625000	PocGH01_11032300
PF3D7_0625100	PocGH01_11032200
PF3D7_0625300	PocGH01_04025900
PF3D7_0625400	PocGH01_11031900
PF3D7_0625500	PocGH01_11031800
PF3D7_0625600	PocGH01_11031700
PF3D7_0625700	PocGH01_11031600
PF3D7_0625900	PocGH01_11031400
PF3D7_0626000	PocGH01_11031300
PF3D7_0626100	PocGH01_11031200
PF3D7_0626200	PocGH01_11031100
PF3D7_0626300	PocGH01_11031000
PF3D7_0626500	PocGH01_11030800
PF3D7_0626600	PocGH01_11030700
PF3D7_0626700	PocGH01_11030600
PF3D7_0626800	PocGH01_11030500
PF3D7_0626900	PocGH01_11030400
PF3D7_0627000	PocGH01_11030300
PF3D7_0627100	PocGH01_11030200
PF3D7_0627200	PocGH01_11030100
PF3D7_0627300	PocGH01_11030000
PF3D7_0627400	PocGH01_11029900
PF3D7_0627500	PocGH01_11029800
PF3D7_0627700	PocGH01_11029600
PF3D7_0627800	PocGH01_11029500
PF3D7_0627900	PocGH01_11029400
PF3D7_0628000	PocGH01_11029300
PF3D7_0628100	PocGH01_11029200
PF3D7_0628200	PocGH01_11029100
PF3D7_0628300	PocGH01_11029000
PF3D7_0628400	PocGH01_11028900
PF3D7_0628500	PocGH01_11028800
PF3D7_0628600	PocGH01_11028700
PF3D7_0628700	PocGH01_11028600
PF3D7_0628800	PocGH01_11028500
PF3D7_0628900	PocGH01_11028400
PF3D7_0629000	PocGH01_11028300
PF3D7_0629100	PocGH01_11028200
PF3D7_0629200	PocGH01_11028100
PF3D7_0629300	PocGH01_11028000
PF3D7_0629400	PocGH01_11027900
PF3D7_0629500	PocGH01_11027800
PF3D7_0629600	PocGH01_11027700
PF3D7_0629700	PocGH01_11027600
PF3D7_0629800	PocGH01_11027500
PF3D7_0629900	PocGH01_11027400
PF3D7_0630000	PocGH01_11027300
PF3D7_0630100	PocGH01_11027200
PF3D7_0630200	PocGH01_11027100
PF3D7_0630300	PocGH01_11027000
PF3D7_0630400	PocGH01_11026900
PF3D7_0630500	PocGH01_11026800
PF3D7_0630600	PocGH01_11026700
PF3D7_0630700	PocGH01_11026600
PF3D7_0630800	PocGH01_11026500
PF3D7_0630900	PocGH01_11026400
PF3D7_0631000	PocGH01_11026300
PF3D7_0702200	PocGH01_01017700
PF3D7_0702400	PocGH01_01010100
PF3D7_0702900	PocGH01_01010700
PF3D7_0703100	PocGH01_01010900
PF3D7_0703200	PocGH01_01011000
PF3D7_0703300	PocGH01_01011100
PF3D7_0703400	PocGH01_01011200
PF3D7_0703500	PocGH01_01011300
PF3D7_0703600	PocGH01_01011400
PF3D7_0703700	PocGH01_01011500
PF3D7_0703900	PocGH01_01011700
PF3D7_0704000	PocGH01_01011800
PF3D7_0704200	PocGH01_01012000
PF3D7_0704400	PocGH01_01012200
PF3D7_0704500	PocGH01_01012300
PF3D7_0704600	PocGH01_01012400
PF3D7_0704700	PocGH01_01012500
PF3D7_0704800	PocGH01_01012600
PF3D7_0704900	PocGH01_01012700
PF3D7_0705000	PocGH01_01012800
PF3D7_0705100	PocGH01_01012900
PF3D7_0705200	PocGH01_01013000
PF3D7_0705300	PocGH01_01013100
PF3D7_0705400	PocGH01_01013200
PF3D7_0705600	PocGH01_01013400
PF3D7_0705700	PocGH01_01013500
PF3D7_0705800	PocGH01_01013600
PF3D7_0705900	PocGH01_01013700
PF3D7_0706000	PocGH01_01013800
PF3D7_0706200	PocGH01_01014000
PF3D7_0706400	PocGH01_01014200
PF3D7_0706600	PocGH01_01014400
PF3D7_0706700	PocGH01_13032600
PF3D7_0707200	PocGH01_01015000
PF3D7_0707400	PocGH01_01015200
PF3D7_0707500	PocGH01_01015300
PF3D7_0707600	PocGH01_01015400
PF3D7_0707700	PocGH01_01015500
PF3D7_0707800	PocGH01_01015600
PF3D7_0707900	PocGH01_01015700
PF3D7_0708000	PocGH01_01015800
PF3D7_0708100	PocGH01_01016000
PF3D7_0708200	PocGH01_01016100
PF3D7_0708300	PocGH01_01016200
PF3D7_0708500	PocGH01_01016400
PF3D7_0708600	PocGH01_01016500
PF3D7_0708700	PocGH01_01016600
PF3D7_0708800	PocGH01_01016700
PF3D7_0708900	PocGH01_01016800
PF3D7_0709000	PocGH01_01016900
PF3D7_0709100	PocGH01_01017000
PF3D7_0709200	PocGH01_01017100
PF3D7_0709300	PocGH01_01017200
PF3D7_0709400	PocGH01_01017300
PF3D7_0709500	PocGH01_01017400
PF3D7_0709600	PocGH01_01017500
PF3D7_0709800	PocGH01_01017800
PF3D7_0709900	PocGH01_01017900
PF3D7_0710100	PocGH01_01018100
PF3D7_0710200	PocGH01_01018200
PF3D7_0710300	PocGH01_01018300
PF3D7_0710400	PocGH01_01018400
PF3D7_0710500	PocGH01_01018500
PF3D7_0710600	PocGH01_01018600
PF3D7_0710700	PocGH01_01018700
PF3D7_0710800	PocGH01_01018800
PF3D7_0710900	PocGH01_01018900
PF3D7_0711000	PocGH01_13047100
PF3D7_0711100	PocGH01_01019100
PF3D7_0711200	PocGH01_01019200
PF3D7_0711300	PocGH01_01019300
PF3D7_0711400	PocGH01_01019400
PF3D7_0711500	PocGH01_01019500
PF3D7_0713400	PocGH01_14029700
PF3D7_0713500	PocGH01_14029800
PF3D7_0713600	PocGH01_14029900
PF3D7_0713700	PocGH01_14030000
PF3D7_0713800	PocGH01_14030100
PF3D7_0714100	PocGH01_14030400
PF3D7_0714300	PocGH01_14030600
PF3D7_0714400	PocGH01_14030700
PF3D7_0714500	PocGH01_14030800
PF3D7_0714600	PocGH01_14030900
PF3D7_0715000	PocGH01_14031300
PF3D7_0715100	PocGH01_14031400
PF3D7_0715300	PocGH01_14031600
PF3D7_0715400	PocGH01_14031700
PF3D7_0715500	PocGH01_14031800
PF3D7_0715600	PocGH01_14031900
PF3D7_0715700	PocGH01_14032000
PF3D7_0715800	PocGH01_14032100
PF3D7_0715900	PocGH01_14032200
PF3D7_0716000	PocGH01_03019900
PF3D7_0716100	PocGH01_03020000
PF3D7_0716200	PocGH01_03020100
PF3D7_0716300	PocGH01_03020200
PF3D7_0716400	PocGH01_03020300
PF3D7_0716500	PocGH01_03020400
PF3D7_0716600	PocGH01_03020500
PF3D7_0716700	PocGH01_03020600
PF3D7_0716800	PocGH01_03020700
PF3D7_0716900	PocGH01_03020800
PF3D7_0717000	PocGH01_03020900
PF3D7_0717100	PocGH01_03021000
PF3D7_0717200	PocGH01_03021100
PF3D7_0717300	PocGH01_03021200
PF3D7_0717500	PocGH01_03021400
PF3D7_0717600	PocGH01_03021500
PF3D7_0717700	PocGH01_03021600
PF3D7_0717900	PocGH01_03021800
PF3D7_0718000	PocGH01_03021900
PF3D7_0718100	PocGH01_03022000
PF3D7_0718300	PocGH01_03022100
PF3D7_0718400	PocGH01_03022200
PF3D7_0718500	PocGH01_03022300
PF3D7_0718600	PocGH01_03022400
PF3D7_0718700	PocGH01_03022500
PF3D7_0718900	PocGH01_03022600
PF3D7_0719000	PocGH01_03022800
PF3D7_0719100	PocGH01_03022900
PF3D7_0719200	PocGH01_03023000
PF3D7_0719300	PocGH01_03023100
PF3D7_0719400	PocGH01_03023200
PF3D7_0719500	PocGH01_03023300
PF3D7_0719600	PocGH01_03023400
PF3D7_0719700	PocGH01_03023500
PF3D7_0719800	PocGH01_03023600
PF3D7_0719900	PocGH01_03023700
PF3D7_0720000	PocGH01_03023800
PF3D7_0720100	PocGH01_03023900
PF3D7_0720200	PocGH01_03024000
PF3D7_0720300	PocGH01_03024100
PF3D7_0720400	PocGH01_03024200
PF3D7_0720500	PocGH01_03024300
PF3D7_0720600	PocGH01_03024400
PF3D7_0720700	PocGH01_03024500
PF3D7_0720800	PocGH01_03024600
PF3D7_0720900	PocGH01_03024700
PF3D7_0721000	PocGH01_03024800
PF3D7_0721100	PocGH01_03024900
PF3D7_0721200	PocGH01_03025000
PF3D7_0721300	PocGH01_03025100
PF3D7_0721400	PocGH01_03025200
PF3D7_0721500	PocGH01_03025300
PF3D7_0721600	PocGH01_03025400
PF3D7_0721700	PocGH01_03025500
PF3D7_0721800	PocGH01_03025600
PF3D7_0721900	PocGH01_03025700
PF3D7_0722000	PocGH01_03025800
PF3D7_0722100	PocGH01_03025900
PF3D7_0722200	PocGH01_00239400
PF3D7_0722300	PocGH01_00239300
PF3D7_0722400	PocGH01_00239200
PF3D7_0722500	PocGH01_03026000
PF3D7_0722600	PocGH01_03026100
PF3D7_0722700	PocGH01_03026200
PF3D7_0722800	PocGH01_03026300
PF3D7_0722900	PocGH01_03026400
PF3D7_0723000	PocGH01_03026500
PF3D7_0723100	PocGH01_03026600
PF3D7_0723200	PocGH01_03026700
PF3D7_0723300	PocGH01_03026800
PF3D7_0723500	PocGH01_03027000
PF3D7_0723600	PocGH01_03027100
PF3D7_0723700	PocGH01_03027200
PF3D7_0723800	PocGH01_03027300
PF3D7_0723900	PocGH01_03027400
PF3D7_0724000	PocGH01_03027500
PF3D7_0724100	PocGH01_03027600
PF3D7_0724200	PocGH01_03027700
PF3D7_0724300	PocGH01_03027800
PF3D7_0724400	PocGH01_03027900
PF3D7_0724500	PocGH01_03028000
PF3D7_0724800	PocGH01_03028300
PF3D7_0724900	PocGH01_03028400
PF3D7_0725000	PocGH01_03028500
PF3D7_0725100	PocGH01_03028600
PF3D7_0725200	PocGH01_03028700
PF3D7_0725300	PocGH01_03028800
PF3D7_0725400	PocGH01_03028900
PF3D7_0726300	PocGH01_02019200
PF3D7_0726500	PocGH01_02019400
PF3D7_0726700	PocGH01_02019600
PF3D7_0726800	PocGH01_02019700
PF3D7_0726900	PocGH01_02019800
PF3D7_0727000	PocGH01_02019900
PF3D7_0727100	PocGH01_02020000
PF3D7_0727200	PocGH01_02020100
PF3D7_0727300	PocGH01_02020200
PF3D7_0727400	PocGH01_02020300
PF3D7_0727500	PocGH01_02020400
PF3D7_0727600	PocGH01_02020500
PF3D7_0727700	PocGH01_02020600
PF3D7_0727800	PocGH01_02020700
PF3D7_0727900	PocGH01_02020800
PF3D7_0728000	PocGH01_02020900
PF3D7_0728100	PocGH01_02021000
PF3D7_0728300	PocGH01_02021200
PF3D7_0728400	PocGH01_02021300
PF3D7_0728500	PocGH01_02021400
PF3D7_0728600	PocGH01_02021500
PF3D7_0728700	PocGH01_02021600
PF3D7_0728800	PocGH01_02021700
PF3D7_0728900	PocGH01_02021800
PF3D7_0729000	PocGH01_02021900
PF3D7_0729100	PocGH01_02022000
PF3D7_0729200	PocGH01_02022100
PF3D7_0729300	PocGH01_02022200
PF3D7_0729400	PocGH01_02022300
PF3D7_0729500	PocGH01_02022400
PF3D7_0729600	PocGH01_02022500
PF3D7_0729700	PocGH01_02022600
PF3D7_0729800	PocGH01_02022700
PF3D7_0729900	PocGH01_00048200
PF3D7_0730000	PocGH01_02022900
PF3D7_0730100	PocGH01_02023000
PF3D7_0730200	PocGH01_02023100
PF3D7_0730300	PocGH01_02023200
PF3D7_0730400	PocGH01_02023300
PF3D7_0731100	PocGH01_00092300
PF3D7_0731500	PocGH01_00129200
PF3D7_0800700	PocGH01_00098000
PF3D7_0801000	PocGH01_00070400
PF3D7_0801300	PocGH01_01026500
PF3D7_0801500	PocGH01_01026300
PF3D7_0801600	PocGH01_01026200
PF3D7_0801800	PocGH01_01026000
PF3D7_0802000	PocGH01_01025800
PF3D7_0802200	PocGH01_01025600
PF3D7_0802300	PocGH01_01025500
PF3D7_0802400	PocGH01_01025400
PF3D7_0802500	PocGH01_01025300
PF3D7_0802600	PocGH01_01025200
PF3D7_0802700	PocGH01_01025150
PF3D7_0802800	PocGH01_01025100
PF3D7_0802900	PocGH01_01025000
PF3D7_0803000	PocGH01_01024900
PF3D7_0803100	PocGH01_01024800
PF3D7_0803200	PocGH01_01024700
PF3D7_0803300	PocGH01_01024600
PF3D7_0803400	PocGH01_01024500
PF3D7_0803500	PocGH01_01024400
PF3D7_0803700	PocGH01_01024200
PF3D7_0803800	PocGH01_01024100
PF3D7_0804000	PocGH01_01024000
PF3D7_0804300	PocGH01_01023900
PF3D7_0804400	PocGH01_01023800
PF3D7_0804600	PocGH01_01023600
PF3D7_0804800	PocGH01_01023400
PF3D7_0804900	PocGH01_01023300
PF3D7_0805100	PocGH01_01023100
PF3D7_0805200	PocGH01_01023000
PF3D7_0805400	PocGH01_01022800
PF3D7_0805500	PocGH01_01022700
PF3D7_0805600	PocGH01_01022600
PF3D7_0805800	PocGH01_01022400
PF3D7_0805900	PocGH01_01022300
PF3D7_0806000	PocGH01_01022200
PF3D7_0806200	PocGH01_01022000
PF3D7_0806300	PocGH01_01021900
PF3D7_0806400	PocGH01_01021800
PF3D7_0806600	PocGH01_01021600
PF3D7_0806700	PocGH01_01021500
PF3D7_0806800	PocGH01_01021300
PF3D7_0806900	PocGH01_01021200
PF3D7_0807000	PocGH01_01021100
PF3D7_0807100	PocGH01_01021000
PF3D7_0807200	PocGH01_01020900
PF3D7_0807300	PocGH01_01020800
PF3D7_0807400	PocGH01_01020700
PF3D7_0807500	PocGH01_01020600
PF3D7_0807600	PocGH01_01020500
PF3D7_0807700	PocGH01_01020400
PF3D7_0807800	PocGH01_01020300
PF3D7_0807900	PocGH01_01020200
PF3D7_0808000	PocGH01_01020100
PF3D7_0808100	PocGH01_01020000
PF3D7_0808200	PocGH01_13030000
PF3D7_0808300	PocGH01_01019800
PF3D7_0808400	PocGH01_01019700
PF3D7_0808450	PocGH01_01019600
PF3D7_0809400	PocGH01_14038200
PF3D7_0809500	PocGH01_14038100
PF3D7_0809600	PocGH01_14038000
PF3D7_0809700	PocGH01_14037900
PF3D7_0809800	PocGH01_01014300
PF3D7_0809900	PocGH01_14037700
PF3D7_0810100	PocGH01_14037500
PF3D7_0810200	PocGH01_14037400
PF3D7_0810400	PocGH01_14037200
PF3D7_0810500	PocGH01_14037100
PF3D7_0810600	PocGH01_14037000
PF3D7_0810700	PocGH01_14036900
PF3D7_0810800	PocGH01_14036800
PF3D7_0810900	PocGH01_14036700
PF3D7_0811000	PocGH01_14036600
PF3D7_0811100	PocGH01_14036500
PF3D7_0811200	PocGH01_14036400
PF3D7_0811300	PocGH01_14036300
PF3D7_0811400	PocGH01_14036200
PF3D7_0811500	PocGH01_14036100
PF3D7_0811600	PocGH01_14036000
PF3D7_0811700	PocGH01_14035900
PF3D7_0811800	PocGH01_14035800
PF3D7_0811900	PocGH01_14035700
PF3D7_0812000	PocGH01_14035600
PF3D7_0812100	PocGH01_14035500
PF3D7_0812200	PocGH01_14035300
